cve_edo,Municipio,PD1,PD2,PD3,Total
1,3    AGUASCALIENTES,456,1426,2315,4197
1,6    ASIENTOS,0,37,0,37
1,9    CALVILLO,516,218,13,747
1,12   COSIO,0,25,5,30
1,15   JESUS MARIA,205,212,15,432
1,17   PABELLON DE ARTEAGA,41,10,31,82
1,18   RINCON DE ROMOS,62,119,10,191
1,21   SAN JOSE DE GRACIA,1,16,0,17
1,24   TEPEZALA,0,24,0,24
1,29   EL LLANO,553,21,3,577
1,31   SAN FRANCISCO DE LOS ROMO,426,187,96,709
2,27   ENSENADA,755,390,288,1433
2,30   MEXICALI,2365,2489,2495,7349
2,33   TECATE,0,153,31,184
2,36   TIJUANA,44,149,23,216
3,38   LOS CABOS,1564,181,73,1818
3,39   COMONDU,384,514,121,1019
3,42   MULEGE,552,176,15,743
3,45   LA PAZ,402,141,211,754
3,49   LORETO,99,36,6,141
4,60   CALKINI,5128,3027,65,8220
4,63   CAMPECHE,736,3549,119,4404
4,66   CARMEN,700,2633,49,3382
4,69   CHAMPOTON,915,2330,99,3344
4,70   ESCARCEGA,4159,724,81,4964
4,72   HECELCHAKAN,164,65,18,247
4,73   CANDELARIA,170,190,0,360
4,75   HOPELCHEN,912,283,118,1313
4,78   PALIZADA,84,31,113,228
4,79   CALAKMUL,417,0,20,437
4,81   TENABO,110,21,9,140
7,84   ACACOYAGUA,272,1,0,273
7,87   ACALA,245,126,0,371
7,90   ACAPETAHUA,137,25,9,171
7,93   ALTAMIRANO,119,0,0,119
7,96   AMATAN,1,1,0,2
7,99   AMATENANGO DE LA FRONTERA,113,7,4,124
7,102  AMATENANGO DEL VALLE,2,0,0,2
7,105  JALTENANGO,973,148,4,1125
7,108  ARRIAGA,176,3636,11,3823
7,111  BEJUCAL DE OCAMPO,15,0,0,15
7,114  BELLA VISTA,80,0,0,80
7,117  BERRIOZABAL,192,40,2,234
7,120  BOCHIL,310,4,1,315
7,123  EL BOSQUE,482,0,0,482
7,126  CACAHOATAN,482,46,2,530
7,129  CATAZAJA,117,45,26,188
7,141  CHAPULTENANGO,11,1,0,12
7,144  CHENALHO,495,0,0,495
7,147  CHIAPA DE CORZO,6585,7234,4,13823
7,150  CHIAPILLA,102,0,0,102
7,153  CHICOASEN,33,2,0,35
7,156  CHICOMUSELO,249,9,3,261
7,159  CHILON,161,20,2,183
7,162  CINTALAPA,3000,587,8,3595
7,165  COAPILLA,17,10,0,27
