cve_edo,Municipio,PD1,PD2,PD3,Total
1,3    AGUASCALIENTES,27211561.99,13922635.41,595077958.02,636212155.42
1,6    ASIENTOS,376746.99,2398767.57,1049851.41,3825365.97
1,9    CALVILLO,23442647.82,12207854.14,3062988.64,38713490.6
1,12   COSIO,0,3865900,1656111.08,5522011.08
1,15   JESUS MARIA,4217016.99,8075209.72,4623905.06,16916131.77
1,17   PABELLON DE ARTEAGA,4723053.74,2120400,11405653.46,18249107.2
1,18   RINCON DE ROMOS,1448056,6986063.53,2898284.75,11332404.28
1,21   SAN JOSE DE GRACIA,87293,1360000,0,1447293
1,24   TEPEZALA,0,1275680.13,274662.85,1550342.98
1,29   EL LLANO,5881120.95,1943200,1790000,9614320.95
1,31   SAN FRANCISCO DE LOS ROMO,6364532.98,5528844.99,9236822.43,21130200.4
2,27   ENSENADA,17624943.16,30364175.7,247265106.01,295254224.87
2,30   MEXICALI,104222491.72,421148693.01,1672054451.08,2197425635.81
2,33   TECATE,0,1892273.54,65769341.49,67661615.03
2,36   TIJUANA,730000,3260733.61,35698326.53,39689060.14
3,38   LOS CABOS,24406587.88,12089008.73,19663391.71,56158988.32
3,39   COMONDU,14442396.81,76283110.59,74001040.48,164726547.88
3,42   MULEGE,15951705.78,3752512.81,44588426.91,64292645.5
3,45   LA PAZ,5893791.92,16514352.66,110858171.77,133266316.35
3,49   LORETO,1454421,3919644.98,1622820,6996885.98
4,60   CALKINI,28558470.58,14911404.97,959000,44428875.55
4,63   CAMPECHE,152497880.56,36047686.94,74840163.73,263385731.23
4,66   CARMEN,5993494.61,16288752.4,46825330.32,69107577.33
4,69   CHAMPOTON,21562929.58,16435073.64,38267397.05,76265400.27
4,70   ESCARCEGA,26055813.51,6715930.63,2181170.89,34952915.03
4,72   HECELCHAKAN,13733600.5,9888253.46,4749876.29,28371730.25
4,73   CANDELARIA,4246239.37,2429851.19,0,6676090.56
4,75   HOPELCHEN,72391404.36,52260840.43,20812495.68,145464740.47
4,78   PALIZADA,1886715.09,16092191.51,56742340.97,74721247.57
4,79   CALAKMUL,5414950.52,45509.38,2776275.07,8236734.97
4,81   TENABO,6730459.31,1847542.06,7141677.6,15719678.97
7,84   ACACOYAGUA,5478963.43,10000,0,5488963.43
7,87   ACALA,5074687.09,2697660.66,0,7772347.75
